id,name,genes
3MOBtm,3 methyl 2 oxobutanoate transport diffusion mitochondrial,frozenset()
3MOPtm,3 Methyl 2 oxopentanoate transport diffusion mitochondrial,frozenset()
PMPK,phosphomethylpyrimidine kinase,frozenset({<Gene YALI0E04224g at 0x7f4133809050>})
PNTK,pantothenate kinase,frozenset({<Gene YALI0D25476g at 0x7f41337a9510>})
PNTOt2,Pantothenate reversible transport via proton symport,frozenset({<Gene YALI0F06842g at 0x7f41337a93d0>})
POLYAO,polyamine oxidase,frozenset()
POLYAO2,poylamine oxidase,frozenset()
ATPtm_H,ADPATP transporter mitochondrial,"frozenset({<Gene YALI0A10659g at 0x7f41337a9110>, <Gene YALI0F19712g at 0x7f41337a95d0>})"
PPAm,inorganic diphosphatase,"frozenset({<Gene YALI0C11803g at 0x7f41337f6910>, <Gene YALI0F13541g at 0x7f41337f6450>})"
PPBNGS,porphobilinogen synthase,frozenset({<Gene YALI0F20790g at 0x7f41337a9610>})
PPCDC,phosphopantothenoylcysteine decarboxylase,frozenset({<Gene YALI0E06413g at 0x7f4133819ed0>})
PPCK,phosphoenolpyruvate carboxykinase,frozenset({<Gene YALI0C16995g at 0x7f41337a9810>})
PPM,phosphopentomutase,frozenset({<Gene YALI0E02090g at 0x7f41337f6e10>})
PPNCL2,phosphopantothenate cysteine ligase,frozenset({<Gene YALI0C06996g at 0x7f41337a9750>})
PPND,prephenate dehydrogenase,frozenset()
CITtam,citrate transport mitochondrial,frozenset({<Gene YALI0F26323g at 0x7f4133850a10>})
CO2tm,CO2 transport diffusion mitochondrial,frozenset()
PPPG9tm,protoporphyrinogen IX mitochondrial transport,frozenset()
PPPGOm,protoporphyrinogen oxidase mitochondrial,frozenset({<Gene YALI0D23331g at 0x7f41337a9650>})
PRAGSr,phosphoribosylglycinamide synthase,frozenset({<Gene YALI0F21010g at 0x7f41337a9690>})
PRAIS,phosphoribosylaminoimidazole synthase,frozenset({<Gene YALI0F21010g at 0x7f41337a9690>})
NH4tm,NH3 mitochondrial transport,frozenset()
PRAMPC,phosphoribosyl AMP cyclohydrolase,frozenset({<Gene YALI0A15950g at 0x7f4133800f10>})
PRASCS,phosphoribosylaminoimidazolesuccinocarboxamide synthase,frozenset({<Gene YALI0E33033g at 0x7f41337a97d0>})
PRATPP,phosphoribosyl ATP pyrophosphatase,frozenset({<Gene YALI0A15950g at 0x7f4133800f10>})
PRFGS,phosphoribosylformylglycinamidine synthase,frozenset({<Gene YALI0F30019g at 0x7f41337a9710>})
PRMICIi,1 5 phosphoribosyl 5 5 phosphoribosylamino methylideneamino imidazole 4 carboxamide isomerase irreversible ,frozenset({<Gene YALI0F05192g at 0x7f41337a9990>})
PRO1xm,proline oxidase NAD mitochondrial,frozenset({<Gene YALI0B09625g at 0x7f41337a9910>})
PROTRS,Prolyl tRNA synthetase,"frozenset({<Gene YALI0E05027g at 0x7f41337a9b10>, <Gene YALI0D15620g at 0x7f41337a9ad0>})"
PROt2r,L proline reversible transport via proton symport,"frozenset({<Gene YALI0D15422g at 0x7f413382b650>, <Gene YALI0B16522g at 0x7f41338374d0>})"
PROtm,L proline transport mitochondrial,frozenset()
PRPPS,phosphoribosylpyrophosphate synthetase,"frozenset({<Gene YALI0E32351g at 0x7f41337a9b90>, <Gene YALI0B00836g at 0x7f41337a9d10>, <Gene YALI0F25047g at 0x7f41337a9cd0>, <Gene YALI0B13552g at 0x7f41337a9d90>})"
PRPPtm,PRPP reversible transport mitochondrial,frozenset()
O2tm,O2 transport diffusion ,frozenset()
PSERDg_SC,phosphatidylserine decarboxylase yeast specific Golgi,"frozenset({<Gene YALI0D21604g at 0x7f4133809b10>, <Gene YALI0D03480g at 0x7f4133809ad0>})"
ORNt3m,ornithine mitochondrial transport via proton antiport,frozenset({<Gene YALI0D06798g at 0x7f41337a9e90>})
PSERDv_SC,phosphatidylserine decarboxylase yeast specific vacuolar,"frozenset({<Gene YALI0D21604g at 0x7f4133809b10>, <Gene YALI0D03480g at 0x7f4133809ad0>})"
PYRt2m,pyruvate mitochondrial transport via proton symport,frozenset()
PSERSm_SC,phosphatidylserine synthase yeast specific mitochondrial,frozenset({<Gene YALI0D08514g at 0x7f4133809b90>})
THRt2m,threonine mitochondrial transport via proton symport,frozenset()
PSPHPL,phytosphingosine phosphate lyase,frozenset({<Gene YALI0E28237g at 0x7f41337a9e10>})
PSPHS,Phytosphingosine synthesis,frozenset({<Gene YALI0E17347g at 0x7f41338503d0>})
ASPt2n,aspartate nuclear transport via proton symport,frozenset()
PStg_SC,phosphatidylserine Golgi transport yeast specific,frozenset()
PStm_SC,phosphatidylserine mitochondrial transport yeast specific,frozenset()
PStv_SC,phosphatidylserine vacuolar transport yeast specific,frozenset()
PTD1INOtn_SC,phosphatidyl 1D myo insoitol nuclear transport yeast specific,frozenset()
PTD4INOtn_SC,phosphatidyl 1D myo 4 inositol nuclear transport yeast specific,frozenset()
PTPATi,pantetheine phosphate adenylyltransferase,frozenset({<Gene YALI0D19426g at 0x7f41337a9e50>})
PTPATim,panthetheine phosphate adenylyltransferase,frozenset({<Gene YALI0D19426g at 0x7f41337a9e50>})
PTRCt2,putrescine transport in via proton symport,frozenset()
PUNP1,purine nucleoside phosphorylase Adenosine ,frozenset({<Gene YALI0F30129g at 0x7f41337e17d0>})
PUNP1m,purine nucleoside phosphorylase Adenosine mitochondrial,frozenset({<Gene YALI0F30129g at 0x7f41337e17d0>})
PUNP2,purine nucleoside phosphorylase Deoxyadenosine ,frozenset({<Gene YALI0F30129g at 0x7f41337e17d0>})
PUNP3,purine nucleoside phosphorylase Guanosine ,"frozenset({<Gene YALI0F03597g at 0x7f4133830890>, <Gene YALI0F30129g at 0x7f41337e17d0>, <Gene YALI0B13420g at 0x7f41337a9d50>})"
PUNP3m,purine nucleoside phosphorylase Guanosine mitochondrial,frozenset({<Gene YALI0F30129g at 0x7f41337e17d0>})
PUNP4,purine nucleoside phosphorylase Deoxyguanosine ,frozenset({<Gene YALI0F30129g at 0x7f41337e17d0>})
PUNP5,purine nucleoside phosphorylase Inosine ,frozenset({<Gene YALI0F30129g at 0x7f41337e17d0>})
PUNP6,purine nucleoside phosphorylase Deoxyinosine ,frozenset({<Gene YALI0F30129g at 0x7f41337e17d0>})
PUNP7,purine nucleoside phosphorylase Xanthosine ,frozenset({<Gene YALI0F30129g at 0x7f41337e17d0>})
PYAM5PO,pyridoxamine 5 phosphate oxidase,frozenset({<Gene YALI0D14322g at 0x7f41337a2510>})
PYDAMK,pyridoxamine kinase,frozenset({<Gene YALI0A08668g at 0x7f41337a9f50>})
PYDXK,pyridoxal kinase,frozenset({<Gene YALI0A08668g at 0x7f41337a9f50>})
PYDXNK,pyridoxine kinase,frozenset({<Gene YALI0A08668g at 0x7f41337a9f50>})
PYDXNO,pyridoxine oxidase,frozenset({<Gene YALI0D14322g at 0x7f41337a2510>})
PYDXO,pyridoxal oxidase,frozenset({<Gene YALI0D14322g at 0x7f41337a2510>})
CBPtn,carbamoyl phosphate nuclear transport via diffusion,frozenset()
PYNP2r,pyrimidine nucleoside phosphorylase uracil ,frozenset()
PYR5CDm,D1 pyrroline 5 carboxylate dehydrogenase mitochondrial,frozenset({<Gene YALI0B09647g at 0x7f4133809750>})
PYRDC,pyruvate decarboxylase,frozenset({<Gene YALI0D10131g at 0x7f41337a9f10>})
PYRt2,pyruvate transport in via proton symport,frozenset({<Gene YALI0D24607g at 0x7f4133810650>})
DHORtn, S Dihydrooroate nuclear transport,frozenset()
PYRt2p,pyruvate peroxisomal transport via proton symport,frozenset()
QULNtm,Quinolinate reversible mitochondrial transport,frozenset()
RBFK,riboflavin kinase,frozenset({<Gene YALI0B01826g at 0x7f41337a9ed0>})
RBFKm,riboflavin kinase mitochondrial,frozenset({<Gene YALI0B01826g at 0x7f41337a9ed0>})
RBFSa,riboflavin synthase,frozenset({<Gene YALI0A12045g at 0x7f41337a9a90>})
RBFSb,riboflavin synthase,frozenset({<Gene YALI0C01111g at 0x7f41337a9fd0>})
RBK,ribokinase,frozenset({<Gene YALI0B14927g at 0x7f41337e15d0>})
RIBFLVt2,riboflavin transport in via proton symport,frozenset()
RIBFLVtm,Riboflavin reversible mitochondrial transport,frozenset()
RIBt2,ribose transport in via proton symporter,frozenset()
H2Otn,H2O transport nuclear,frozenset()
RNDR1n,ribonucleoside diphosphate reductase nuclear,"frozenset({<Gene YALI0D03333g at 0x7f41337f1510>, <Gene YALI0B03630g at 0x7f41337f1610>, <Gene YALI0F31735g at 0x7f41337f11d0>})"
RNDR2,ribonucleoside diphosphate reductase GDP ,"frozenset({<Gene YALI0D03333g at 0x7f41337f1510>, <Gene YALI0B03630g at 0x7f41337f1610>, <Gene YALI0F31735g at 0x7f41337f11d0>})"
RNDR2n,ribonucleoside diphosphate reductase GDP nuclear,"frozenset({<Gene YALI0D03333g at 0x7f41337f1510>, <Gene YALI0B03630g at 0x7f41337f1610>, <Gene YALI0F31735g at 0x7f41337f11d0>})"
RNDR3,ribonucleoside diphosphate reductase CDP ,"frozenset({<Gene YALI0D03333g at 0x7f41337f1510>, <Gene YALI0B03630g at 0x7f41337f1610>, <Gene YALI0F31735g at 0x7f41337f11d0>})"
RNDR3n,ribonucleoside diphosphate reductase CDP nuclear,"frozenset({<Gene YALI0D03333g at 0x7f41337f1510>, <Gene YALI0B03630g at 0x7f41337f1610>, <Gene YALI0F31735g at 0x7f41337f11d0>})"
RNDR4,ribonucleoside diphosphate reductase UDP ,"frozenset({<Gene YALI0D03333g at 0x7f41337f1510>, <Gene YALI0B03630g at 0x7f41337f1610>, <Gene YALI0F31735g at 0x7f41337f11d0>})"
RNDR4n,ribonucleoside diphosphate reductase UDP nuclear,"frozenset({<Gene YALI0D03333g at 0x7f41337f1510>, <Gene YALI0B03630g at 0x7f41337f1610>, <Gene YALI0F31735g at 0x7f41337f11d0>})"
RNTR1,ribonucleoside triphosphate reductase ATP ,frozenset()
RNTR2,ribonucleoside triphosphate reductase GTP ,frozenset()
RNTR3,ribonucleoside triphosphate reductase CTP ,frozenset()
PIt2n,phosphate nuclear transport via proton symport,frozenset()
ANPRT,anthranilate phosphoribosyltransferase,frozenset({<Gene YALI0D27170g at 0x7f41337b1150>})
CHORM,chorismate mutase,frozenset({<Gene YALI0E17479g at 0x7f41337b1250>})
CHORS,chorismate synthase,frozenset({<Gene YALI0D17930g at 0x7f41337b1050>})
DDPA,3 deoxy D arabino heptulosonate 7 phosphate synthetase,"frozenset({<Gene YALI0C06952g at 0x7f41337b1110>, <Gene YALI0B20020g at 0x7f41338583d0>})"
SADT,sulfate adenylyltransferase,frozenset({<Gene YALI0B08184g at 0x7f41337b1510>})
SAM24MT,S adenosyl methionine delta 24 sterol c methyltransferase,frozenset({<Gene YALI0F08701g at 0x7f41337b1590>})
SBPP1,sphingoid base phosphate phosphatase sphinganine 1 phosphatase ,frozenset({<Gene YALI0E21197g at 0x7f41337b11d0>})
SBPP2,sphingoid base phosphate phosphatase phytosphingosine 1 phosphate ,frozenset({<Gene YALI0E21197g at 0x7f41337b11d0>})
DHQS,3 dehydroquinate synthase,frozenset({<Gene YALI0F12639g at 0x7f41337b1650>})
SBTD_L,L sorbitol dehydrogenase L sorbose producing ,"frozenset({<Gene YALI0C06171g at 0x7f41337b1610>, <Gene YALI0F25003g at 0x7f41337b1290>, <Gene YALI0F08129g at 0x7f41337b1890>, <Gene YALI0E19921g at 0x7f41337b1490>, <Gene YALI0E12463g at 0x7f413382b110>, <Gene YALI0D01738g at 0x7f41337b1750>, <Gene YALI0B08404g at 0x7f41337b1350>, <Gene YALI0A15147g at 0x7f41337b17d0>})"
DHQTi,3 dehydroquinate dehydratase irreversible,frozenset({<Gene YALI0F12639g at 0x7f41337b1650>})
SBT_Dt,D sorbitol transport via passive diffusion,frozenset()
SBT_Lt,L sorbitol transport via passive diffusion,frozenset()
IGPS,indole 3 glycerol phosphate synthase,frozenset({<Gene YALI0D11110g at 0x7f4133850710>})
SERD_L,L serine deaminase,frozenset({<Gene YALI0E10307g at 0x7f41337b1790>})
SERPT,serine C palmitoyltransferase,"frozenset({<Gene YALI0C03179g at 0x7f41337b1710>, <Gene YALI0F15345g at 0x7f41337b1b50>})"
SERTRS,Seryl tRNA synthetase,"frozenset({<Gene YALI0F02629g at 0x7f41337b1b10>, <Gene YALI0B05918g at 0x7f41337b1c50>})"
SERt2m,serine mitochondrial transport via proton symport,frozenset()
SERt2r,L serine reversible transport via proton symport,"frozenset({<Gene YALI0C00451g at 0x7f4133837510>, <Gene YALI0B16522g at 0x7f41338374d0>, <Gene YALI0E20713g at 0x7f4133800110>})"
SFGTH,S Formylglutathione hydralase,frozenset({<Gene YALI0C20405g at 0x7f41337b1950>})
PHETA1,phenylalanine transaminase,frozenset({<Gene YALI0C05258g at 0x7f41337b1e10>})
PPND2,prephenate dehydrogenase NADP ,frozenset({<Gene YALI0F17644g at 0x7f41337b1e90>})
SHSL1,O succinylhomoserine lyase L cysteine ,"frozenset({<Gene YALI0C22088g at 0x7f41337b1c10>, <Gene YALI0D17402g at 0x7f4133810b50>})"
SHSL4r,O succinylhomoserine lyase elimination reversible,"frozenset({<Gene YALI0C22088g at 0x7f41337b1c10>, <Gene YALI0D17402g at 0x7f4133810b50>})"
SLCBK1,sphingolipid long chain base kinase sphinganine ,frozenset({<Gene YALI0B11154g at 0x7f41337b1ed0>})
SLCBK2,sphingolipid long chain base kinase phytosphingosine ,frozenset({<Gene YALI0B11154g at 0x7f41337b1ed0>})
PPNDH,prephenate dehydratase,frozenset({<Gene YALI0B17336g at 0x7f41337b1bd0>})
PRAIi,phosphoribosylanthranilate isomerase irreversible ,frozenset({<Gene YALI0B07667g at 0x7f41337b1cd0>})
SPMDAT1,Spermidine acetyltransferase,frozenset()
SPMDt2,spermidine transport in via proton symport,frozenset()
SPMS,spermidine synthase,frozenset({<Gene YALI0E33143g at 0x7f41337b1d50>})
SPRMS,spermine synthase,frozenset({<Gene YALI0E04763g at 0x7f41337b1e50>})
SPRMti,spermine irreversible uniport,"frozenset({<Gene YALI0E10483g at 0x7f41337ba050>, <Gene YALI0F07062g at 0x7f41337ba250>, <Gene YALI0F03751g at 0x7f41337ba290>, <Gene YALI0D17974g at 0x7f41337ba0d0>, <Gene YALI0C04477g at 0x7f41337ba2d0>, <Gene YALI0A07447g at 0x7f41337b1f10>, <Gene YALI0B17776g at 0x7f41337ba350>, <Gene YALI0D20834g at 0x7f41337ba1d0>})"
PSCVTi,3 phosphoshikimate 1 carboxyvinyltransferase irreversible,frozenset({<Gene YALI0F12639g at 0x7f41337b1650>})
SHK3D,shikimate dehydrogenase,frozenset({<Gene YALI0F12639g at 0x7f41337b1650>})
SHKK,shikimate kinase,frozenset({<Gene YALI0F12639g at 0x7f41337b1650>})
TRPS1,tryptophan synthase indoleglycerol phosphate ,frozenset({<Gene YALI0F24893g at 0x7f41337ba6d0>})
SRB_Lt,L sorbose reversible transport,frozenset()
SSALy,succinate semialdehyde dehydrogenase NADP ,frozenset({<Gene YALI0F26191g at 0x7f41337ba310>})
SUCCt2r,succinate transport via proton symport,frozenset()
SUCCtm,succinate transport mitochondrial,frozenset({<Gene YALI0B03344g at 0x7f4133858f10>})
SUCD1m,succinate dehydrogenase,"frozenset({<Gene YALI0E29667g at 0x7f41337ba210>, <Gene YALI0D23397g at 0x7f41337ba990>, <Gene YALI0D11374g at 0x7f41337baa10>, <Gene YALI0A14784g at 0x7f41337ba9d0>})"
SUCD2_u6m,succinate dehydrogenase ubiquinone 6 mitochondrial,"frozenset({<Gene YALI0E29667g at 0x7f41337ba210>, <Gene YALI0D23397g at 0x7f41337ba990>, <Gene YALI0D11374g at 0x7f41337baa10>, <Gene YALI0A14784g at 0x7f41337ba9d0>})"
SUCD3_u6m,succinate dehydrogenase ubiquinone 6 mitochondrial,"frozenset({<Gene YALI0E29667g at 0x7f41337ba210>, <Gene YALI0D23397g at 0x7f41337ba990>, <Gene YALI0D11374g at 0x7f41337baa10>, <Gene YALI0A14784g at 0x7f41337ba9d0>})"
SUCFUMtm,succinate fumarate transport mitochondrial,frozenset({<Gene YALI0E34672g at 0x7f41337bac10>})
SUCOASm,Succinate CoA ligase ADP forming ,"frozenset({<Gene YALI0D04741g at 0x7f4133810210>, <Gene YALI0E24013g at 0x7f4133809fd0>})"
ACHBSm,2 aceto 2 hydroxybutanoate synthase mitochondrial,"frozenset({<Gene YALI0C00253g at 0x7f41337ba190>, <Gene YALI0C09636g at 0x7f41337babd0>})"
TALA,transaldolase,frozenset({<Gene YALI0F15587g at 0x7f41337bab90>})
THFATm,tetrahydrofolate aminomethyltransferase mitochondrial,frozenset({<Gene YALI0F02849g at 0x7f4133858a50>})
THFGLUS,TetrahydrofolateL glutamate gamma ligase ADP forming ,"frozenset({<Gene YALI0A10032g at 0x7f41337ba610>, <Gene YALI0E24497g at 0x7f41337ba7d0>})"
THFtm,Tetrahydrofolate transport diffusion mitochondrial,frozenset()
THMDPe,thiamin diphosphatase extracellular,"frozenset({<Gene YALI0E27093g at 0x7f4133830110>, <Gene YALI0E32681g at 0x7f4133830310>, <Gene YALI0F25773g at 0x7f4133830250>, <Gene YALI0A12573g at 0x7f4133830050>, <Gene YALI0F23067g at 0x7f4133830090>, <Gene YALI0E35222g at 0x7f41338302d0>})"
THMDt2,thymidine transport in via proton symport,frozenset()
THMP,thiamin phosphatase,frozenset()
THMPe,thiamin phosphatase extracellular,"frozenset({<Gene YALI0E27093g at 0x7f4133830110>, <Gene YALI0E32681g at 0x7f4133830310>, <Gene YALI0A12573g at 0x7f4133830050>, <Gene YALI0F25773g at 0x7f4133830250>, <Gene YALI0F23067g at 0x7f4133830090>, <Gene YALI0E35222g at 0x7f41338302d0>})"
THMt2,Thiamine transport in via proton symport,frozenset({<Gene YALI0D05621g at 0x7f4133837bd0>})
THRA,Threonine aldolase,frozenset({<Gene YALI0A21417g at 0x7f41337bae10>})
THRD_L,L threonine deaminase,"frozenset({<Gene YALI0E10307g at 0x7f41337b1790>, <Gene YALI0B19360g at 0x7f41337baf90>})"
ACLSm,acetolactate synthase mitochondrial,"frozenset({<Gene YALI0C00253g at 0x7f41337ba190>, <Gene YALI0C09636g at 0x7f41337babd0>})"
THRS,threonine synthase,frozenset({<Gene YALI0F23221g at 0x7f413382b1d0>})
THRTRS,Threonyl tRNA synthetase,frozenset({<Gene YALI0F11231g at 0x7f41337bae90>})
THRTRSm,threonyl tRNA synthetase mitochondrial,frozenset({<Gene YALI0A09427g at 0x7f41337bae50>})
DHAD1m,dihydroxy acid dehydratase 2 3 dihydroxy 3 methylbutanoate mitochondrial,frozenset({<Gene YALI0C23408g at 0x7f41337baf50>})
THRt2r,L threonine reversible transport via proton symport,frozenset({<Gene YALI0B16522g at 0x7f41338374d0>})
THYMt3r,thymine reversible transport via proton antiport,frozenset()
THZPSN1_SC,thiazole phosphate synthesis xylulose 5 phosphate yeast specific,frozenset()
THZPSN2_SC,thiazole phosphate synthesis ribose 5 phosphate yeast specifc,frozenset({<Gene YALI0A09768g at 0x7f41337badd0>})
TKT1,transketolase,frozenset({<Gene YALI0E06479g at 0x7f41338008d0>})
DHAD2m,dihydroxy acid dehydratase 2 3 dihydroxy 3 methylpentanoate mitochondrial,frozenset({<Gene YALI0C23408g at 0x7f41337baf50>})
TMDK1,thymidine kinase ATPthymidine ,frozenset()
TMDPK,thiamine diphosphokinase,frozenset({<Gene YALI0E21351g at 0x7f41337bad50>})
TMDPP,thymidine phosphorylase,frozenset({<Gene YALI0F30129g at 0x7f41337e17d0>})
TMDPPK,thiamine diphosphate kinase,frozenset({<Gene YALI0E21351g at 0x7f41337bad50>})
ILETA,isoleucine transaminase,frozenset({<Gene YALI0D01265g at 0x7f4133809c90>})
TMN,thiaminase,frozenset()
TMPKr,thiamine phosphate kinase,frozenset()
TMPPP,thiamine phosphate diphosphorylase,frozenset({<Gene YALI0C15554g at 0x7f4133800f50>})
IPMD,3 isopropylmalate dehydrogenase,frozenset()
TRDR,thioredoxin reductase NADPH ,frozenset({<Gene YALI0D27126g at 0x7f41337ba850>})
TRDRm,thioredoxin reductase NADPH ,frozenset({<Gene YALI0D27126g at 0x7f41337ba850>})
IPPMIa,3 isopropylmalate dehydratase,frozenset({<Gene YALI0B01364g at 0x7f41337bab10>})
IPPMIb,2 isopropylmalate hydratase,frozenset({<Gene YALI0B01364g at 0x7f41337bab10>})
TREH,alpha alpha trehalase,frozenset({<Gene YALI0D15598g at 0x7f41337ba650>})
TREHv,alpha alpha trehalase vacuolar ,frozenset({<Gene YALI0D15598g at 0x7f41337ba650>})
TREt2,trehalose transport in via proton symporter,frozenset()
TREt2v,trehalose vacuolar transport via proton symport,frozenset()
TRPO2,L Tryptophanoxygen 2 3 oxidoreductase decyclizing ,frozenset({<Gene YALI0F26455g at 0x7f41337bab50>})
IPPSm,2 isopropylmalate synthase mitochondrial,frozenset({<Gene YALI0B07447g at 0x7f4133809f10>})
TRPTRS,Tryptophanyl tRNA synthetase,"frozenset({<Gene YALI0C18425g at 0x7f41337c3210>, <Gene YALI0B08943g at 0x7f41337ba790>})"
TRPTRSm,Tryptophanyl tRNA synthetase mitochondrial,"frozenset({<Gene YALI0B08943g at 0x7f41337ba790>, <Gene YALI0C18425g at 0x7f41337c3210>})"
TRPt2m,tryptophan mitochondrial transport via proton symport,frozenset()
TRPt2r,L tryptophan reversible transport via proton symport,frozenset({<Gene YALI0B16522g at 0x7f41338374d0>})
TTDCAt,Tetradecanoate n C140 transport in via uniport,frozenset()
TYRTA,tyrosine transaminase,frozenset({<Gene YALI0E20977g at 0x7f41337baf10>})
TYRTAi,tyrosine transaminase irreversible,"frozenset({<Gene YALI0C05258g at 0x7f41337b1e10>, <Gene YALI0E20977g at 0x7f41337baf10>})"
TYRTAm,tyrosine transaminase mitochondrial,frozenset({<Gene YALI0B02178g at 0x7f4133840cd0>})
TYRTAp,tyrosine transaminase peroxisomal,frozenset({<Gene YALI0F29337g at 0x7f4133840ad0>})
TYRTRS,tyrosyl tRNA synthetase,frozenset({<Gene YALI0C15224g at 0x7f41337c3350>})
TYRTRSm,tyrosyl tRNA synthetase mitochondrial,frozenset({<Gene YALI0E29139g at 0x7f41337c3410>})
TYRt2m,tyrosine mitochondrial transport via proton symport,frozenset()
TYRt2p,tyrosine peroxisomal transport via proton symport,frozenset()
TYRt2r,L tyrosine reversible transport via proton symport,frozenset({<Gene YALI0B16522g at 0x7f41338374d0>})
UDPACGLP,UDP N acetylglucosamine diphosphorylase,frozenset({<Gene YALI0E03146g at 0x7f41337c3050>})
UDPG4E,UDPglucose 4 epimerase,frozenset({<Gene YALI0E26829g at 0x7f41337c3110>})
UGLYCHr,Ureidoglycolate hydrolase,frozenset({<Gene YALI0F06710g at 0x7f41337c3490>})
KARA1im,acetohydroxy acid isomeroreductase mitochondrial,frozenset({<Gene YALI0D03135g at 0x7f41337e13d0>})
UMPKn,UMP kinase nuclear,frozenset({<Gene YALI0F09339g at 0x7f41337f1710>})
UMPtn,UMP nuclear transport,frozenset()
UPP3MT,uroporphyrinogen methyltransferase,frozenset({<Gene YALI0A01133g at 0x7f41337c3610>})
UPP3S,uroporphyrinogen III synthase,frozenset({<Gene YALI0F09449g at 0x7f41337c3590>})
UPPDC1,uroporphyrinogen decarboxylase uroporphyrinogen III ,frozenset({<Gene YALI0C01716g at 0x7f41337c3650>})
UPPRT,uracil phosphoribosyltransferase,"frozenset({<Gene YALI0F31273g at 0x7f41337c36d0>, <Gene YALI0E20625g at 0x7f41337c34d0>})"
URAt2,uracil transport in via proton symport,frozenset({<Gene YALI0D05621g at 0x7f4133837bd0>})
UREA2t2,urea reversible transport via proton symport 2 H ,frozenset({<Gene YALI0B04202g at 0x7f41337c3810>})
UREASE,urea carboxylase,frozenset({<Gene YALI0E07271g at 0x7f4133837e90>})
URIDK2r,uridylate kinase dUMP ,frozenset({<Gene YALI0F09339g at 0x7f41337f1710>})
URIDK2rn,uridylate kinase dUMP nuclear,frozenset({<Gene YALI0F09339g at 0x7f41337f1710>})
URIK1,uridine kinase ATPUridine ,frozenset({<Gene YALI0E31009g at 0x7f4133850e50>})
URIK2,uridine kinase GTPUridine ,frozenset({<Gene YALI0E31009g at 0x7f4133850e50>})
URIt2,uridine transport in via proton symport,frozenset({<Gene YALI0D05621g at 0x7f4133837bd0>})
KARA2im,ketol acid reductoisomerase 2 Aceto 2 hydroxybutanoate mitochondrial,frozenset({<Gene YALI0D03135g at 0x7f41337e13d0>})
VALTRS,Valyl tRNA synthetase,frozenset({<Gene YALI0F20218g at 0x7f41337c3990>})
VALTRSm,valyl tRNA synthetase mitochondrial,frozenset({<Gene YALI0F20218g at 0x7f41337c3990>})
VALt2m,Valine reversible mitochondrial transport via proton symport,frozenset()
VALt2r,L valine reversible transport via proton symport,frozenset({<Gene YALI0B16522g at 0x7f41338374d0>})
XANt,xanthine reversible transport,frozenset()
XPPT,xanthine phosphoribosyltransferase,frozenset({<Gene YALI0E16753g at 0x7f41338007d0>})
XTSNt2,xanthosine transport in via proton symport,frozenset()
XYLK,xylulokinase,frozenset({<Gene YALI0F10923g at 0x7f41337c3750>})
XYLR,xylose reductase,frozenset({<Gene YALI0D07634g at 0x7f4133840410>})
XYLTD_D,xylitol dehydrogenase D xyulose forming ,frozenset({<Gene YALI0E12463g at 0x7f413382b110>})
XYLTt,Xylitol transport via passive diffusion,frozenset()
XYLt,D xylose reversible transport,frozenset()
YUMPS,yUMP synthetase,"frozenset({<Gene YALI0C12749g at 0x7f41337c3790>, <Gene YALI0D25234g at 0x7f41337c3950>, <Gene YALI0F18216g at 0x7f41337c39d0>})"
ZYMSTt,zymosterol reversible transport,frozenset({<Gene YALI0F17996g at 0x7f41337e1950>})
ACAT_epist,ACAT epist,frozenset()
ACAT_ergst,ACAT ergst,frozenset()
ACAT_fecost,ACAT fecost,frozenset()
ACAT_lanost,ACAT lanost,frozenset()
ACAT_zymst,ACAT zymst,frozenset()
DGL,DGL,frozenset()
DGRK_SC,DGRK SC,frozenset()
LRO1_ps,LRO1 ps,frozenset()
MGL,MGL,frozenset()
PHOSPTD,PHOSPTD,frozenset()
PLB_lpc,PLB lpc,frozenset()
PLB_lpe,PLB lpe,frozenset()
PLB_lps,PLB lps,frozenset()
PLB_pc,PLB pc,frozenset()
PLB_pe,PLB pe,frozenset()
PLB_ps,PLB ps,frozenset()
PL_gpc,PL gpc,frozenset()
PL_gpe,PL gpe,frozenset()
PL_gps,PL gps,frozenset()
SEH_epist,SEH epist,frozenset()
SEH_ergst,SEH ergst,frozenset()
SEH_fecost,SEH fecost,frozenset()
SEH_lanost,SEH lanost,frozenset()
SEH_zymst,SEH zymst,frozenset()
SEp_form,SEp form,frozenset()
TGL,TGL,"frozenset({<Gene YALI0F10010g at 0x7f41337c3b10>, <Gene YALI0D17534g at 0x7f41337c3ad0>})"
membrane_rSC4_bal,membrane rSC4 bal,frozenset()
glycogen_c_tp,glycogen c tp,frozenset()
membrane_WOtag,membrane WOtag,frozenset()
rETOHt,rETOHt,frozenset()
trehalose_c_tp,trehalose c tp,frozenset()
LEUTA,leucine transaminase,frozenset({<Gene YALI0D01265g at 0x7f4133809c90>})
DECDHG,decanaldehyde dehydrogenase,"frozenset({<Gene YALI0B01298g at 0x7f4133837cd0>, <Gene YALI0E15400g at 0x7f41337c37d0>, <Gene YALI0A17875g at 0x7f41337c3c50>, <Gene YALI0F23793g at 0x7f4133837dd0>})"
DECH,decane hydroxylase,"frozenset({<Gene YALI0E25982g at 0x7f41337c3d10>, <Gene YALI0D04422g at 0x7f41338192d0>})"
DECFAO,decanol oxidase,frozenset({<Gene YALI0B14014g at 0x7f41337c3cd0>})
