"","original_reaction","reaction_ID","xml_equation","bigg_name"
"156","biomass_C_limited: 0.281481 13BDglcn_c + 0.0978466971830986 ala_L_c + 0.0482 amp_c + 0.0192387579617834 arg_L_c + 0.0296749403508772 asn_L_c + 0.0296749403508772 asp_L_c + 23.09 atp_c + 0.259113 chitin_c + 0.0368 cmp_c + 0.000586501941747573 cys_L_c + 0.00138578247734139 damp_c + 0.00143552442996743 dcmp_c + 0.00127004610951009 dgmp_c + 0.00142451552795031 dtmp_c + 0.035250723 ergst_c + 0.03822801328125 gln_L_c + 0.03822801328125 glu_L_c + 0.0922042789473684 gly_c + 0.0593 gmp_c + 23.09 h2o_c + 0.00837798759124088 his_L_c + 0.0144341761061947 ile_L_c + 0.0310067486725664 leu_L_c + 0.0430828868217054 lys_L_c + 0.07037 mannan_c + 0.00691714122137404 met_L_c + 5.774757e-05 pa_SC_c + 0.00034648544 pc_SC_c + 0.00023676505 pe_SC_c + 0.0127394605442177 phe_L_c + 0.0336301422680412 pro_L_c + 3.464854e-05 ps_SC_c + 7.507185e-05 ptd1ino_SC_c + 0.0472167770114943 ser_L_c + 0.02 so4_c + 0.034092602970297 thr_L_c + 0.002047 tre_c + 0.00023403363 triglyc_SC_c + 0.000324783333333333 trp_L_c + 0.0063003981595092 tyr_L_c + 0.0397 ump_c + 0.0280691535353535 val_L_c + 0.003029289 zymst_c --> 23.09 adp_c + 23.09 h_c + 23.09 pi_c","biomass_C_limited"," 0.281481 13BDglcn_c + 0.0978466971830986 ala_L_c + 0.0482 amp_c + 0.0192387579617834 arg_L_c + 0.0296749403508772 asn_L_c + 0.0296749403508772 asp_L_c + 23.09 atp_c + 0.259113 chitin_c + 0.0368 cmp_c + 0.000586501941747573 cys_L_c + 0.00138578247734139 damp_c + 0.00143552442996743 dcmp_c + 0.00127004610951009 dgmp_c + 0.00142451552795031 dtmp_c + 0.035250723 ergst_c + 0.03822801328125 gln_L_c + 0.03822801328125 glu_L_c + 0.0922042789473684 gly_c + 0.0593 gmp_c + 23.09 h2o_c + 0.00837798759124088 his_L_c + 0.0144341761061947 ile_L_c + 0.0310067486725664 leu_L_c + 0.0430828868217054 lys_L_c + 0.07037 mannan_c + 0.00691714122137404 met_L_c + 5.774757e-05 pa_SC_c + 0.00034648544 pc_SC_c + 0.00023676505 pe_SC_c + 0.0127394605442177 phe_L_c + 0.0336301422680412 pro_L_c + 3.464854e-05 ps_SC_c + 7.507185e-05 ptd1ino_SC_c + 0.0472167770114943 ser_L_c + 0.02 so4_c + 0.034092602970297 thr_L_c + 0.002047 tre_c + 0.00023403363 triglyc_SC_c + 0.000324783333333333 trp_L_c + 0.0063003981595092 tyr_L_c + 0.0397 ump_c + 0.0280691535353535 val_L_c + 0.003029289 zymst_c --> 23.09 adp_c + 23.09 h_c + 23.09 pi_c",NA
"157","biomass_N_limited: 0.257113988 13BDglcn_c + 0.09496 ala_L_c + 0.001432042 amp_c + 0.018065337 arg_L_c + 0.026287726 asn_L_c + 0.026287726 asp_L_c + 20.31 atp_c + 0.236682322 chitin_c + 0.001478116 cmp_c + 0.000519556 cys_L_c + 0.016513908 damp_c + 0.017106666 dcmp_c + 0.015134716 dgmp_c + 0.016975477 dtmp_c + 0.060650767 ergst_c + 0.032192196 gln_L_c + 0.032192196 glu_L_c + 0.082618568 gly_c + 0.001315238 gmp_c + 20.31 h2o_c + 0.007031076 his_L_c + 0.013733758 ile_L_c + 0.02888825 leu_L_c + 0.031527805 lys_L_c + 0.064278269 mannan_c + 0.002859543 met_L_c + 8.468939e-05 pa_SC_c + 0.00057788053 pc_SC_c + 0.00057788053 pe_SC_c + 0.012013414 phe_L_c + 0.028688078 pro_L_c + 0.00010959803 ps_SC_c + 0.00012553956 ptd1ino_SC_c + 0.046748124 ser_L_c + 0.02 so4_c + 0.031790673 thr_L_c + 0.001869797 tre_c + 0.00038910587 triglyc_SC_c + 0.000287711 trp_L_c + 0.006237863 tyr_L_c + 0.001533699 ump_c + 0.025946327 val_L_c + 0.003484382 zymst_c --> 20.31 adp_c + 20.31 h_c + 20.31 pi_c","biomass_N_limited"," 0.257113988 13BDglcn_c + 0.09496 ala_L_c + 0.001432042 amp_c + 0.018065337 arg_L_c + 0.026287726 asn_L_c + 0.026287726 asp_L_c + 20.31 atp_c + 0.236682322 chitin_c + 0.001478116 cmp_c + 0.000519556 cys_L_c + 0.016513908 damp_c + 0.017106666 dcmp_c + 0.015134716 dgmp_c + 0.016975477 dtmp_c + 0.060650767 ergst_c + 0.032192196 gln_L_c + 0.032192196 glu_L_c + 0.082618568 gly_c + 0.001315238 gmp_c + 20.31 h2o_c + 0.007031076 his_L_c + 0.013733758 ile_L_c + 0.02888825 leu_L_c + 0.031527805 lys_L_c + 0.064278269 mannan_c + 0.002859543 met_L_c + 8.468939e-05 pa_SC_c + 0.00057788053 pc_SC_c + 0.00057788053 pe_SC_c + 0.012013414 phe_L_c + 0.028688078 pro_L_c + 0.00010959803 ps_SC_c + 0.00012553956 ptd1ino_SC_c + 0.046748124 ser_L_c + 0.02 so4_c + 0.031790673 thr_L_c + 0.001869797 tre_c + 0.00038910587 triglyc_SC_c + 0.000287711 trp_L_c + 0.006237863 tyr_L_c + 0.001533699 ump_c + 0.025946327 val_L_c + 0.003484382 zymst_c --> 20.31 adp_c + 20.31 h_c + 20.31 pi_c",NA
"158","ARGTRS: arg_L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c","ARGTRS"," arg_L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c","Arginyl-tRNA synthetase"
"159","ARGTRSm: arg_L_m + atp_m + trnaarg_m --> amp_m + argtrna_m + ppi_m","ARGTRSm"," arg_L_m + atp_m + trnaarg_m --> amp_m + argtrna_m + ppi_m","Arginyl tRNA synthetase  mitochondrial"
"160","ARGt2m: arg_L_c + h_c <=> arg_L_m + h_m","ARGt2m"," arg_L_c + h_c <=> arg_L_m + h_m","Arginine mitochondrial transport via proton symport"
"161","ARGt2r: arg_L_e + h_e <=> arg_L_c + h_c","ARGt2r"," arg_L_e + h_e <=> arg_L_c + h_c","L arganine reversible transport via proton symport"
"162","ARMT: amet_c + his_L_c --> NPmehis_c + ahcys_c + h_c","ARMT"," amet_c + his_L_c --> NPmehis_c + ahcys_c + h_c","HnRNP arginine N methyltransferase"
"163","CSm: accoa_m + h2o_m + oaa_m --> cit_m + coa_m + h_m","CSm"," accoa_m + h2o_m + oaa_m --> cit_m + coa_m + h_m","Citrate synthase"
"164","ASNS1: asp_L_c + atp_c + gln_L_c + h2o_c --> amp_c + asn_L_c + glu_L_c + h_c + ppi_c","ASNS1"," asp_L_c + atp_c + gln_L_c + h2o_c --> amp_c + asn_L_c + glu_L_c + h_c + ppi_c","Asparagine synthase (glutamine-hydrolysing)"
"165","ASNTRS: asn_L_c + atp_c + trnaasn_c --> amp_c + asntrna_c + ppi_c","ASNTRS"," asn_L_c + atp_c + trnaasn_c --> amp_c + asntrna_c + ppi_c","Asparaginyl-tRNA synthetase"
"166","ASNTRSm: asn_L_m + atp_m + trnaasn_m --> amp_m + asntrna_m + ppi_m","ASNTRSm"," asn_L_m + atp_m + trnaasn_m --> amp_m + asntrna_m + ppi_m","Asparaginyl tRNA synthetase  miotchondrial"
"167","ASNt2m: asn_L_c + h_c <=> asn_L_m + h_m","ASNt2m"," asn_L_c + h_c <=> asn_L_m + h_m","Asparagine mitochondrial transport via proton transport"
"168","ASNt2r: asn_L_e + h_e <=> asn_L_c + h_c","ASNt2r"," asn_L_e + h_e <=> asn_L_c + h_c","L asparagine reversible transport via proton symport"
"169","ASP1DC: asp_L_c + h_c --> ala_B_c + co2_c","ASP1DC"," asp_L_c + h_c --> ala_B_c + co2_c",NA
"170","ICDHxm: icit_m + nad_m --> akg_m + co2_m + nadh_m","ICDHxm"," icit_m + nad_m --> akg_m + co2_m + nadh_m","Isocitrate dehydrogenase  NAD "
"171","ASPGLUtp: asp_L_c + glu_L_x <=> asp_L_x + glu_L_c","ASPGLUtp"," asp_L_c + glu_L_x <=> asp_L_x + glu_L_c","Aspartate glutamate peroxisomal shuttle"
"172","ICDHym: icit_m + nadp_m --> akg_m + co2_m + nadph_m","ICDHym"," icit_m + nadp_m --> akg_m + co2_m + nadph_m","Isocitrate dehydrogenase  NADP "
"173","ASPTA: akg_c + asp_L_c <=> glu_L_c + oaa_c","ASPTA"," akg_c + asp_L_c <=> glu_L_c + oaa_c","Aspartate transaminase"
"174","ASPTAm: akg_m + asp_L_m <=> glu_L_m + oaa_m","ASPTAm"," akg_m + asp_L_m <=> glu_L_m + oaa_m","Aspartate transaminase"
"175","ASPTAp: akg_x + asp_L_x <=> glu_L_x + oaa_x","ASPTAp"," akg_x + asp_L_x <=> glu_L_x + oaa_x","Aspartate transaminase  peroxisomal"
"176","ASPTRS: asp_L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c","ASPTRS"," asp_L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c","Aspartyl-tRNA synthetase"
"177","ASPTRSm: asp_L_m + atp_m + trnaasp_m --> amp_m + asptrna_m + ppi_m","ASPTRSm"," asp_L_m + atp_m + trnaasp_m --> amp_m + asptrna_m + ppi_m","Aspartyl tRNA synthetase  mitochondrial"
"178","ASPt2m: asp_L_c + h_c --> asp_L_m + h_m","ASPt2m"," asp_L_c + h_c --> asp_L_m + h_m","Aspartate mitochondrial transport via proton symport"
"179","ATPCitL: atp_c + cit_c + coa_c --> accoa_c + adp_c + oaa_c + pi_c","ATPCitL"," atp_c + cit_c + coa_c --> accoa_c + adp_c + oaa_c + pi_c",NA
"180","ASPt2r: asp_L_e + h_e <=> asp_L_c + h_c","ASPt2r"," asp_L_e + h_e <=> asp_L_c + h_c","L aspartate reversible transport via proton symport"
"181","ATP2tp_H: amp_x + atp_c + h_x --> amp_c + atp_x + h_c","ATP2tp_H"," amp_x + atp_c + h_x --> amp_c + atp_x + h_c","AMPATP transporter  peroxisomal"
"182","ATPATF1: adp_c + atp_c + h_c --> ap4a_c + pi_c","ATPATF1"," adp_c + atp_c + h_c --> ap4a_c + pi_c","ATP adenylyltransferase"
"183","ATPATF2: adp_c + gtp_c + h_c --> ap4g_c + pi_c","ATPATF2"," adp_c + gtp_c + h_c --> ap4g_c + pi_c","ATP adenylyltransferase"
"184","ATPATF3: gdp_c + gtp_c + h_c --> gp4g_c + pi_c","ATPATF3"," gdp_c + gtp_c + h_c --> gp4g_c + pi_c","ATP adenylyltransferase"
"185","ATPM: atp_c + h2o_c --> adp_c + h_c + pi_c","ATPM"," atp_c + h2o_c --> adp_c + h_c + pi_c","ATP maintenance requirement"
"186","ATPPRT: atp_c + prpp_c --> ppi_c + prbatp_c","ATPPRT"," atp_c + prpp_c --> ppi_c + prbatp_c","ATP phosphoribosyltransferase"
"187","ADSK: aps_c + atp_c --> adp_c + h_c + paps_c","ADSK"," aps_c + atp_c --> adp_c + h_c + paps_c","Adenylyl-sulfate kinase"
"188","ATPS3g: adp_g + 3.0 h_c + pi_g --> atp_g + h2o_g + 2.0 h_g","ATPS3g"," adp_g + 3.0 h_c + pi_g --> atp_g + h2o_g + 2.0 h_g","ATP synthase  Golgi Apparatus"
"189","BPNT: h2o_c + pap_c --> amp_c + pi_c","BPNT"," h2o_c + pap_c --> amp_c + pi_c","3',5'-bisphosphate nucleotidase"
"190","ATPS3v: adp_v + 3.0 h_c + pi_v --> atp_v + h2o_v + 2.0 h_v","ATPS3v"," adp_v + 3.0 h_c + pi_v --> atp_v + h2o_v + 2.0 h_v","ATP synthase  vacuole"
"191","CYSS: acser_c + h2s_c --> ac_c + cys_L_c + h_c","CYSS"," acser_c + h2s_c --> ac_c + cys_L_c + h_c","Cysteine synthase"
"192","ATPtp_H: adp_x + atp_c + h_x --> adp_c + atp_x + h_c","ATPtp_H"," adp_x + atp_c + h_x --> adp_c + atp_x + h_c","ADPATP transporter  peroxisomal"
"193","PAPSR: paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c","PAPSR"," paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c","Phosphoadenylyl-sulfate reductase (thioredoxin)"
"194","BTNt2i: btn_e + h_e --> btn_c + h_c","BTNt2i"," btn_e + h_e --> btn_c + h_c","Biotin uptake"
"195","BTSr: dtbt_c + s_c <=> btn_c + 2.0 h_c","BTSr"," dtbt_c + s_c <=> btn_c + 2.0 h_c","Biotin synthase"
"196","SERATi: accoa_c + ser_L_c --> acser_c + coa_c","SERATi"," accoa_c + ser_L_c --> acser_c + coa_c",NA
"197","C22STDS: ergtrol_c + h_c + nadph_c + o2_c --> ergtetrol_c + 2.0 h2o_c + nadp_c","C22STDS"," ergtrol_c + h_c + nadph_c + o2_c --> ergtetrol_c + 2.0 h2o_c + nadp_c","C 22 sterol desaturase  NADP "
"198","SLFAT: adp_c + h_c + so4_c <=> aps_c + pi_c","SLFAT"," adp_c + h_c + so4_c <=> aps_c + pi_c","Sulfate adenylyltransferase  ADP "
"199","SULR: 3.0 h2o_c + h2s_c + 3.0 nadp_c <=> 5.0 h_c + 3.0 nadph_c + so3_c","SULR"," 3.0 h2o_c + h2s_c + 3.0 nadp_c <=> 5.0 h_c + 3.0 nadph_c + so3_c","Sulfite reductase (NADPH2)"
"200","ACACT1: 2.0 accoa_c <=> aacoa_c + coa_c","ACACT1"," 2.0 accoa_c <=> aacoa_c + coa_c",NA
"201","ACCOACr: accoa_c + atp_c + hco3_c <=> adp_c + h_c + malcoa_c + pi_c","ACCOACr"," accoa_c + atp_c + hco3_c <=> adp_c + h_c + malcoa_c + pi_c",NA
"202","DESAT16: h_c + nadph_c + o2_c + pmtcoa_c --> 2.0 h2o_c + hdcoa_c + nadp_c","DESAT16"," h_c + nadph_c + o2_c + pmtcoa_c --> 2.0 h2o_c + hdcoa_c + nadp_c","Palmitoyl CoA desaturase  n C160CoA   n C161CoA "
"203","DESAT18: h_c + nadph_c + o2_c + stcoa_c --> 2.0 h2o_c + nadp_c + odecoa_c","DESAT18"," h_c + nadph_c + o2_c + stcoa_c --> 2.0 h2o_c + nadp_c + odecoa_c","Stearoyl CoA desaturase  n C180CoA   n C181CoA "
"204","DESAT18_2: h_c + nadph_c + o2_c + odecoa_c --> 2.0 h2o_c + nadp_c + ocdycacoa_c","DESAT18_2"," h_c + nadph_c + o2_c + odecoa_c --> 2.0 h2o_c + nadp_c + ocdycacoa_c","Oleoyl CoA desaturase  n C181CoA   n C182CoA "
"205","C5STDS: epist_c + h_c + nadph_c + o2_c --> ergtrol_c + 2.0 h2o_c + nadp_c","C5STDS"," epist_c + h_c + nadph_c + o2_c --> ergtrol_c + 2.0 h2o_c + nadp_c","C 5 sterol desaturase"
"206","C8STI: fecost_c --> epist_c","C8STI"," fecost_c --> epist_c","C 8 sterol isomerase"
"207","CAT: 2.0 h2o2_c --> 2.0 h2o_c + o2_c","CAT"," 2.0 h2o2_c --> 2.0 h2o_c + o2_c","Catalase"
"208","CATp: 2.0 h2o2_x --> 2.0 h2o_x + o2_x","CATp"," 2.0 h2o2_x --> 2.0 h2o_x + o2_x","Catalase A  peroxisomal"
"209","CBASPtn: cbasp_n <=> cbasp_c","CBASPtn"," cbasp_n <=> cbasp_c","N carbomoyl L aspartate transport  diffusion"
"210","FAS100COA: 3.0 h_c + malcoa_c + 2.0 nadph_c + occoa_c --> co2_c + coa_c + dcacoa_c + h2o_c + 2.0 nadp_c","FAS100COA"," 3.0 h_c + malcoa_c + 2.0 nadph_c + occoa_c --> co2_c + coa_c + dcacoa_c + h2o_c + 2.0 nadp_c","Fatty acyl CoA synthase  n C100CoA "
"211","CBPSn: 2.0 atp_n + gln_L_n + h2o_n + hco3_n --> 2.0 adp_n + cbp_n + glu_L_n + 2.0 h_n + pi_n","CBPSn"," 2.0 atp_n + gln_L_n + h2o_n + hco3_n --> 2.0 adp_n + cbp_n + glu_L_n + 2.0 h_n + pi_n",NA
"212","FAS120COA: dcacoa_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + ddcacoa_c + h2o_c + 2.0 nadp_c","FAS120COA"," dcacoa_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + ddcacoa_c + h2o_c + 2.0 nadp_c","Fatty acyl CoA synthase  n C120CoA "
"213","CDPDGPm_SC: 0.01 cdpdag_SC_m + glyc3p_m <=> cmp_m + h_m + 0.01 pgp_SC_m","CDPDGPm_SC"," 0.01 cdpdag_SC_m + glyc3p_m <=> cmp_m + h_m + 0.01 pgp_SC_m","CDP diacylglycerol  serine O phosphatidyltransferae  yeast specific  mitochondrial"
"214","CDPtn: cdp_c <=> cdp_n","CDPtn"," cdp_c <=> cdp_n","CDP nuclear transport"
"215","CERH124: cer1_24_c + h_c + nadph_c + o2_c --> cer2_24_c + h2o_c + nadp_c","CERH124"," cer1_24_c + h_c + nadph_c + o2_c --> cer2_24_c + h2o_c + nadp_c",NA
"216","CERH126: cer1_26_c + h_c + nadph_c + o2_c --> cer2_26_c + h2o_c + nadp_c","CERH126"," cer1_26_c + h_c + nadph_c + o2_c --> cer2_26_c + h2o_c + nadp_c",NA
"217","CERS124: sphgn_c + ttccoa_c --> cer1_24_c + coa_c + h_c","CERS124"," sphgn_c + ttccoa_c --> cer1_24_c + coa_c + h_c","Ceramide 1 synthase  24C "
"218","CERS126: hexccoa_c + sphgn_c --> cer1_26_c + coa_c + h_c","CERS126"," hexccoa_c + sphgn_c --> cer1_26_c + coa_c + h_c","Ceramide 1 synthase  26C "
"219","CERS224: psphings_c + ttccoa_c --> cer2_24_c + coa_c + h_c","CERS224"," psphings_c + ttccoa_c --> cer2_24_c + coa_c + h_c","Ceramide 2 synthase  24C "
"220","CERS226: hexccoa_c + psphings_c --> cer2_26_c + coa_c + h_c","CERS226"," hexccoa_c + psphings_c --> cer2_26_c + coa_c + h_c","Ceramide 2 synthase  26C "
"221","CERS2_24: cer1_24_c + h_c + nadph_c + o2_c --> cer2__24_c + h2o_c + nadp_c","CERS2_24"," cer1_24_c + h_c + nadph_c + o2_c --> cer2__24_c + h2o_c + nadp_c",NA
"222","CERS2_26: cer1_26_c + h_c + nadph_c + o2_c --> cer2__26_c + h2o_c + nadp_c","CERS2_26"," cer1_26_c + h_c + nadph_c + o2_c --> cer2__26_c + h2o_c + nadp_c",NA
"223","CERS324: cer2_24_c + h_c + nadph_c + o2_c --> cer3_24_c + h2o_c + nadp_c","CERS324"," cer2_24_c + h_c + nadph_c + o2_c --> cer3_24_c + h2o_c + nadp_c","Ceramide 3 synthase  24C "
"224","CERS326: cer2_26_c + h_c + nadph_c + o2_c --> cer3_26_c + h2o_c + nadp_c","CERS326"," cer2_26_c + h_c + nadph_c + o2_c --> cer3_26_c + h2o_c + nadp_c","Ceramide 3 synthase  26C "
"225","CHLPCTD: cholp_c + ctp_c + h_c --> cdpchol_c + ppi_c","CHLPCTD"," cholp_c + ctp_c + h_c --> cdpchol_c + ppi_c","Choline phosphate cytididyltransferase"
"226","FAS140COA: ddcacoa_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + tdcoa_c","FAS140COA"," ddcacoa_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + tdcoa_c","Fatty acyl CoA synthase  n C140CoA "
"227","CHLt2: chol_e + h_e --> chol_c + h_c","CHLt2"," chol_e + h_e --> chol_c + h_c","Choline transport via proton symport"
"228","CHOLK: atp_c + chol_c --> adp_c + cholp_c + h_c","CHOLK"," atp_c + chol_c --> adp_c + cholp_c + h_c","Choline kinase"
"229","FAS160COA: 3.0 h_c + malcoa_c + 2.0 nadph_c + tdcoa_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + pmtcoa_c","FAS160COA"," 3.0 h_c + malcoa_c + 2.0 nadph_c + tdcoa_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + pmtcoa_c","Fatty acyl CoA synthase  n C160CoA "
"230","FAS180COA: 3.0 h_c + malcoa_c + 2.0 nadph_c + pmtcoa_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + stcoa_c","FAS180COA"," 3.0 h_c + malcoa_c + 2.0 nadph_c + pmtcoa_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + stcoa_c","Fatty acyl CoA synthase  n C180CoA "
"231","CHRPL: chor_c --> 4hbz_c + pyr_c","CHRPL"," chor_c --> 4hbz_c + pyr_c","Chorismate pyruvate lyase"
"232","CHTNDA: chitin_c + h2o_c --> ac_c + chitos_c + h_c","CHTNDA"," chitin_c + h2o_c --> ac_c + chitos_c + h_c","Chitin deacetylase"
"233","CHTNS: udpacgal_c --> chitin_c + h_c + udp_c","CHTNS"," udpacgal_c --> chitin_c + h_c + udp_c","Chitin synthase"
"234","CITt2r: cit_e + h_e <=> cit_c + h_c","CITt2r"," cit_e + h_e <=> cit_c + h_c","Citrate reversible transport via symport"
"235","FAS80COA_L: accoa_c + 9.0 h_c + 3.0 malcoa_c + 6.0 nadph_c --> 3.0 co2_c + 3.0 coa_c + 3.0 h2o_c + 6.0 nadp_c + occoa_c","FAS80COA_L"," accoa_c + 9.0 h_c + 3.0 malcoa_c + 6.0 nadph_c --> 3.0 co2_c + 3.0 coa_c + 3.0 h2o_c + 6.0 nadp_c + occoa_c","Fatty acyl CoA synthase  n C80CoA   lumped reaction"
"236","CITtap: cit_x + mal_L_c <=> cit_c + mal_L_x","CITtap"," cit_x + mal_L_c <=> cit_c + mal_L_x","Citratemalate antiport into peroxisome"
"237","CITtbm: cit_c + pep_m <=> cit_m + pep_c","CITtbm"," cit_c + pep_m <=> cit_m + pep_c","Citrate transport  mitochondrial"
"238","CITtcm: cit_c + icit_m <=> cit_m + icit_c","CITtcm"," cit_c + icit_m <=> cit_m + icit_c","Citrate transport  mitochondrial"
"239","CITtcp: cit_c + icit_x <=> cit_x + icit_c","CITtcp"," cit_c + icit_x <=> cit_x + icit_c","Citrateisocitrate antiport into peroxisome"
"240","CLPNSm_SC: 0.01 cdpdag_SC_m + 0.01 pg_SC_m --> 0.01 clpn_SC_m + cmp_m + h_m","CLPNSm_SC"," 0.01 cdpdag_SC_m + 0.01 pg_SC_m --> 0.01 clpn_SC_m + cmp_m + h_m","Cardiolipin synthase  yeast specific  mitochondrial"
"241","CMPN: cmp_c + h2o_c --> csn_c + r5p_c","CMPN"," cmp_c + h2o_c --> csn_c + r5p_c","CMP nucleosidase"
"242","CMPtm: cmp_c <=> cmp_m","CMPtm"," cmp_c <=> cmp_m",NA
"243","DHFRi: dhf_c + h_c + nadph_c --> nadp_c + thf_c","DHFRi"," dhf_c + h_c + nadph_c --> nadp_c + thf_c",NA
"244","CO2tg: co2_c <=> co2_g","CO2tg"," co2_c <=> co2_g","CO2 Golgi transport"
"245","FTHFL: atp_c + for_c + thf_c --> 10fthf_c + adp_c + pi_c","FTHFL"," atp_c + for_c + thf_c --> 10fthf_c + adp_c + pi_c",NA
"246","CO2tn: co2_n <=> co2_c","CO2tn"," co2_n <=> co2_c","CO2 nuclear transport via diffusion"
"247","CO2tp: co2_c <=> co2_x","CO2tp"," co2_c <=> co2_x","CO2 peroxisomal transport"
"248","CO2tv: co2_c <=> co2_v","CO2tv"," co2_c <=> co2_v","CO2 vacuolar transport"
"249","CPPPGO: cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c","CPPPGO"," cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c","Coproporphyrinogen oxidase (O2 required)"
"250","CRNCARtm: acrn_c + crn_m --> acrn_m + crn_c","CRNCARtm"," acrn_c + crn_m --> acrn_m + crn_c","Carnithine acetylcarnithine carrier  mitochondrial"
"251","CRNCARtp: acrn_x + crn_c --> acrn_c + crn_x","CRNCARtp"," acrn_x + crn_c --> acrn_c + crn_x","Carnitine acetylcarnitine carrier  peroxisomal"
"252","CRNt: crn_e <=> crn_c","CRNt"," crn_e <=> crn_c","L carnitine reversible transport"
"253","CRNtim: crn_m --> crn_c","CRNtim"," crn_m --> crn_c","L carnitine transport out of mitochondria via diffusion"
"254","CRNtp: crn_c --> crn_x","CRNtp"," crn_c --> crn_x","Carnitine transport into peroxsiome"
"255","CSNAT: accoa_c + crn_c --> acrn_c + coa_c","CSNAT"," accoa_c + crn_c --> acrn_c + coa_c",NA
"256","CSNATifm: acrn_m + coa_m --> accoa_m + crn_m","CSNATifm"," acrn_m + coa_m --> accoa_m + crn_m",NA
"257","CSNATirm: accoa_m + crn_m --> acrn_m + coa_m","CSNATirm"," accoa_m + crn_m --> acrn_m + coa_m",NA
"258","CSNATirp: accoa_x + crn_x --> acrn_x + coa_x","CSNATirp"," accoa_x + crn_x --> acrn_x + coa_x",NA
"259","CSND: csn_c + h2o_c + h_c --> nh4_c + ura_c","CSND"," csn_c + h2o_c + h_c --> nh4_c + ura_c","Cytosine deaminase"
"260","CSNt2: csn_e + h_e --> csn_c + h_c","CSNt2"," csn_e + h_e --> csn_c + h_c","Cytosine transport in via proton symport"
"261","CSp: accoa_x + h2o_x + oaa_x --> cit_x + coa_x + h_x","CSp"," accoa_x + h2o_x + oaa_x --> cit_x + coa_x + h_x","Citrate synthase"
"262","CTPS1: atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c","CTPS1"," atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c","CTP synthase  NH3 "
"263","CTPS2: atp_c + gln_L_c + h2o_c + utp_c --> adp_c + ctp_c + glu_L_c + 2.0 h_c + pi_c","CTPS2"," atp_c + gln_L_c + h2o_c + utp_c --> adp_c + ctp_c + glu_L_c + 2.0 h_c + pi_c","CTP synthase (glutamine)"
"264","MAN1PT: gtp_c + h_c + man1p_c --> gdpmann_c + ppi_c","MAN1PT"," gtp_c + h_c + man1p_c --> gdpmann_c + ppi_c","Mannose 1 phosphate guanylyltransferase"
"265","CYSTGL: cyst_L_c + h2o_c --> 2obut_c + cys_L_c + nh4_c","CYSTGL"," cyst_L_c + h2o_c --> 2obut_c + cys_L_c + nh4_c","Cystathionine g lyase"
"266","CYSTL: cyst_L_c + h2o_c --> hcys_L_c + nh4_c + pyr_c","CYSTL"," cyst_L_c + h2o_c --> hcys_L_c + nh4_c + pyr_c","Cystathionine b-lyase"
"267","CYSTLp: cyst_L_x + h2o_x --> hcys_L_x + nh4_x + pyr_x","CYSTLp"," cyst_L_x + h2o_x --> hcys_L_x + nh4_x + pyr_x","Cystathione b lyase  peroxisomal"
"268","CYSTRS: atp_c + cys_L_c + trnacys_c --> amp_c + cystrna_c + ppi_c","CYSTRS"," atp_c + cys_L_c + trnacys_c --> amp_c + cystrna_c + ppi_c","Cysteinyl-tRNA synthetase"
"269","CYSTS: hcys_L_c + ser_L_c --> cyst_L_c + h2o_c","CYSTS"," hcys_L_c + ser_L_c --> cyst_L_c + h2o_c","Cystathionine beta synthase"
"270","CYSTtp: cyst_L_c <=> cyst_L_x","CYSTtp"," cyst_L_c <=> cyst_L_x","Cystathione peroxisomal transport"
"271","CYSt2r: cys_L_e + h_e <=> cys_L_c + h_c","CYSt2r"," cys_L_e + h_e <=> cys_L_c + h_c","L cysteine reversible transport via proton symport"
"272","CYTD: cytd_c + h2o_c + h_c --> nh4_c + uri_c","CYTD"," cytd_c + h2o_c + h_c --> nh4_c + uri_c","Cytidine deaminase"
"273","CYTDK2: cytd_c + gtp_c --> cmp_c + gdp_c + h_c","CYTDK2"," cytd_c + gtp_c --> cmp_c + gdp_c + h_c","Cytidine kinase (GTP)"
